# 现代汉语词典（第7版）-2016年
# 原始词条：70,101（合并后67,439）
#
# 字词	序号	完整字词	拼音

颠倒是非	11514	颠倒是非	diāndǎo-shìfēi
颠覆	11515	颠覆	diānfù
颠来倒去	11516	颠来倒去	diānlái-dǎoqù
颠连	11517	颠连1	diānlián
颠连	11518	颠连2	diānlián
颠末	11519	颠末	diānmò
颠沛	11520	颠沛	diānpèi
颠沛流离	11521	颠沛流离	diānpèi-liúlí
颠仆	11522	颠仆	diānpū
颠扑不破	11523	颠扑不破	diānpū-bùpò
颠茄	11524	颠茄	diānqié
颠三倒四	11525	颠三倒四	diānsān-dǎosì
蹎	11526	蹎	diān
𭣇	11527	𭣇（攧）	diān
巅	11528	巅（巔）	diān
巅峰	11529	巅峰	diānfēng
癫	11530	癫（癲）	diān
癫狂	11531	癫狂	diānkuáng
癫痫	11532	癫痫	diānxián
癫子	11533	癫子	diān·zi
典	11534	典1	diǎn
典	11535	典2	diǎn
典藏	11536	典藏	diǎncáng
典当	11537	典当	diǎndàng
典范	11538	典范	diǎnfàn
典故	11539	典故	diǎngù
典籍	11540	典籍	diǎnjí
典礼	11541	典礼	diǎnlǐ
典型	11542	典型	diǎnxíng
典押	11543	典押	diǎnyā
典雅	11544	典雅	diǎnyǎ
典章	11545	典章	diǎnzhāng
点	11546	点1（點）	diǎn
点	11547	点2（點）	diǎn
点	11548	点3（點）	diǎn
点爆	11549	点爆	diǎnbào
点拨	11550	点拨	diǎn·bō
点播	11551	点播1	diǎnbō
点播	11552	点播2	diǎnbō
点补	11553	点补	diǎn·bu
点穿	11554	点穿	diǎnchuān
点窜	11555	点窜	diǎncuàn
点滴	11556	点滴	diǎndī
点厾	11557	点厾	diǎndū
点化	11558	点化	diǎnhuà
点火	11559	点火	diǎn//huǒ
点击	11560	点击	diǎnjī
点饥	11561	点饥	diǎn//jī
点将	11562	点将	diǎn//jiàng
点睛	11563	点睛	diǎnjīng
点卯	11564	点卯	diǎn//mǎo
点名	11565	点名	diǎn//míng
点明	11566	点明	diǎnmíng
点评	11567	点评	diǎnpíng
点破	11568	点破	diǎnpò
点球	11569	点球	diǎnqiú
点燃	11570	点燃	diǎnrán
点染	11571	点染	diǎnrǎn
点射	11572	点射	diǎnshè
点石成金	11573	点石成金	diǎnshí-chéngjīn
点收	11574	点收	diǎnshōu
点题	11575	点题	diǎn//tí
点铁成金	11576	点铁成金	diǎntiě-chéngjīn
点头	11577	点头	diǎn//tóu
点头哈腰	11578	点头哈腰	diǎntóu-hāyāo
点位	11579	点位	diǎnwèi
点心	11580	点心	diǎn//xīn
点心	11581	点心	diǎn·xin
点穴	11582	点穴	diǎn//xué
点验	11583	点验	diǎnyàn
点赞	11584	点赞	diǎn//zàn
点种	11585	点种	diǎn//zhǒng
点种	11586	点种	diǎnzhòng
点缀	11587	点缀	diǎnzhuì
点子	11588	点子1	diǎn·zi
点子	11589	点子2	diǎn·zi
点字	11590	点字	diǎnzì
碘	11591	碘	diǎn
碘酊	11592	碘酊	diǎndīng
碘酒	11593	碘酒	diǎnjiǔ
碘盐	11594	碘盐	diǎnyán
踮	11595	踮（△⁑跕）	diǎn
踮脚	11596	踮脚	diǎnjiǎo
电	11597	电（電）	diàn
电霸	11598	电霸	diànbà
电棒	11599	电棒	diànbàng
电报	11600	电报	diànbào
电报挂号	11601	电报挂号	diànbào guàhào
电笔	11602	电笔	diànbǐ
电表	11603	电表	diànbiǎo
电冰柜	11604	电冰柜	diànbīngguì
电冰箱	11605	电冰箱	diànbīngxiāng
电波	11606	电波	diànbō
电场	11607	电场	diànchǎng
电场线	11608	电场线	diànchǎngxiàn
电唱机	11609	电唱机	diànchàngjī
电唱头	11610	电唱头	diànchàngtóu
电车	11611	电车	diànchē
电陈	11612	电陈	diànchén
电池	11613	电池	diànchí
电传	11614	电传	diànchuán
电船	11615	电船	diànchuán
电瓷	11616	电瓷	diàncí
电磁	11617	电磁	diàncí
电磁波	11618	电磁波	diàncíbō
电磁场	11619	电磁场	diàncíchǎng
电磁感应	11620	电磁感应	diàncí gǎnyìng
电磁炉	11621	电磁炉	diàncílú
电磁炮	11622	电磁炮	diàncípào
电磁灶	11623	电磁灶	diàncízào
电大	11624	电大	diàndà
电刀	11625	电刀	diàndāo
电导	11626	电导	diàndǎo
电灯	11627	电灯	diàndēng
电灯泡	11628	电灯泡	diàndēngpào
电动	11629	电动	diàndòng
电动机	11630	电动机	diàndòngjī
电动势	11631	电动势	diàndòngshì
电镀	11632	电镀	diàndù
电饭煲	11633	电饭煲	diànfànbāo
电饭锅	11634	电饭锅	diànfànguō
电风扇	11635	电风扇	diànfēngshàn
电感	11636	电感	diàngǎn
电告	11637	电告	diàngào
电工	11638	电工	diàngōng
电功率	11639	电功率	diàngōnglǜ
电灌	11640	电灌	diànguàn
电光	11641	电光	diànguāng
电函	11642	电函	diànhán
电焊	11643	电焊	diànhàn
电贺	11644	电贺	diànhè
电荷	11645	电荷	diànhè
电弧	11646	电弧	diànhú
电化教育	11647	电化教育	diànhuà jiàoyù
电话	11648	电话	diànhuà
电话会议	11649	电话会议	diànhuà huìyì
电话卡	11650	电话卡	diànhuàkǎ
电话亭	11651	电话亭	diànhuàtíng
电荒	11652	电荒	diànhuāng
电汇	11653	电汇	diànhuì
电机	11654	电机	diànjī
电极	11655	电极	diànjí
电教	11656	电教	diànjiào
电解	11657	电解	diànjiě
电解质	11658	电解质	diànjiězhì
电介质	11659	电介质	diànjièzhì
电缆	11660	电缆	diànlǎn
电老虎	11661	电老虎	diànlǎohǔ
电离	11662	电离	diànlí
电离层	11663	电离层	diànlícéng
电离平衡	11664	电离平衡	diànlí pínghéng
电力	11665	电力	diànlì
电力网	11666	电力网	diànlìwǎng
电力线	11667	电力线	diànlìxiàn
电量	11668	电量	diànliàng
电疗	11669	电疗	diànliáo
电铃	11670	电铃	diànlíng
电流	11671	电流	diànliú
电流表	11672	电流表	diànliúbiǎo
电流强度	11673	电流强度	diànliú qiángdù
电炉	11674	电炉	diànlú
电路	11675	电路	diànlù
电路图	11676	电路图	diànlùtú
电码	11677	电码	diànmǎ
电门	11678	电门	diànmén
电脑	11679	电脑	diànnǎo
电脑病毒	11680	电脑病毒	diànnǎo bìngdú
电能	11681	电能	diànnéng
电能表	11682	电能表	diànnéngbiǎo
电瓶	11683	电瓶	diànpíng
电瓶车	11684	电瓶车	diànpíngchē
电气	11685	电气	diànqì
电气化	11686	电气化	diànqìhuà
电气石	11687	电气石	diànqìshí
电器	11688	电器	diànqì
电热	11689	电热	diànrè
电容	11690	电容	diànróng
电容器	11691	电容器	diànróngqì
电扇	11692	电扇	diànshàn
电商	11693	电商	diànshāng
电石	11694	电石	diànshí
电石气	11695	电石气	diànshíqì
电势	11696	电势	diànshì
电势差	11697	电势差	diànshìchā
电视	11698	电视	diànshì
电视大学	11699	电视大学	diànshì dàxué
电视点播	11700	电视点播	diànshì diǎnbō
电视电话	11701	电视电话	diànshì diànhuà
电视发射塔	11702	电视发射塔	diànshì fāshètǎ
电视机	11703	电视机	diànshìjī
电视接收机	11704	电视接收机	diànshì jiēshōujī
电视剧	11705	电视剧	diànshìjù
电视片儿	11706	电视片儿	diànshìpiānr
电视片	11707	电视片	diànshìpiàn
电视塔	11708	电视塔	diànshìtǎ
电视台	11709	电视台	diànshìtái
电台	11710	电台	diàntái
电烫	11711	电烫	diàntàng
电梯	11712	电梯	diàntī
电筒	11713	电筒	diàntǒng
电头	11714	电头	diàntóu
电玩	11715	电玩	diànwán
电网	11716	电网	diànwǎng
电位	11717	电位	diànwèi
电位差	11718	电位差	diànwèichā
电文	11719	电文	diànwén
电线	11720	电线	diànxiàn
电信	11721	电信	diànxìn
电刑	11722	电刑	diànxíng
电讯	11723	电讯	diànxùn
电压	11724	电压	diànyā
电压表	11725	电压表	diànyābiǎo
电眼	11726	电眼	diànyǎn
电唁	11727	电唁	diànyàn
电椅	11728	电椅	diànyǐ
电影	11729	电影	diànyǐng
电影剧本	11730	电影剧本	diànyǐng jùběn
电影摄影机	11731	电影摄影机	diànyǐng shèyǐngjī
电影院	11732	电影院	diànyǐngyuàn
电邮	11733	电邮	diànyóu
电游	11734	电游	diànyóu
电源	11735	电源	diànyuán
电闸	11736	电闸	diànzhá
电站	11737	电站	diànzhàn
电钟	11738	电钟	diànzhōng
电子	11739	电子	diànzǐ
电子版	11740	电子版	diànzǐbǎn
电子表	11741	电子表	diànzǐbiǎo
电子出版物	11742	电子出版物	diànzǐ chūbǎnwù
电子词典	11743	电子词典	diànzǐ cídiǎn
电子公告板	11744	电子公告板	diànzǐ gōnggàobǎn
电子管	11745	电子管	diànzǐguǎn
电子函件	11746	电子函件	diànzǐ hánjiàn
电子汇款	11747	电子汇款	diànzǐ huìkuǎn
电子货币	11748	电子货币	diànzǐ huòbì
电子计算机	11749	电子计算机	diànzǐ jìsuànjī
电子垃圾	11750	电子垃圾	diànzǐ lājī
电子流	11751	电子流	diànzǐliú
电子枪	11752	电子枪	diànzǐqiāng
电子琴	11753	电子琴	diànzǐqín
电子认证	11754	电子认证	diànzǐ rènzhèng
电子商务	11755	电子商务	diànzǐ shāngwù
电子书	11756	电子书	diànzǐshū
电子束	11757	电子束	diànzǐshù
电子污染	11758	电子污染	diànzǐ wūrǎn
电子显微镜	11759	电子显微镜	diànzǐ xiǎnwēijìng
电子信箱	11760	电子信箱	diànzǐ xìnxiāng
电子眼	11761	电子眼	diànzǐyǎn
电子音乐	11762	电子音乐	diànzǐ yīnyuè
电子邮件	11763	电子邮件	diànzǐ yóujiàn
电子邮箱	11764	电子邮箱	diànzǐ yóuxiāng
电子游戏	11765	电子游戏	diànzǐ yóuxì
电子战	11766	电子战	diànzǐzhàn
电子政务	11767	电子政务	diànzǐ zhèngwù
电阻	11768	电阻	diànzǔ
电阻器	11769	电阻器	diànzǔqì
佃	11770	佃	diàn
佃东	11771	佃东	diàndōng
佃户	11772	佃户	diànhù
佃农	11773	佃农	diànnóng
佃租	11774	佃租	diànzū
甸	11775	甸	diàn
甸子	11776	甸子	diàn·zi
阽	11777	阽	diàn 又 yán
坫	11778	坫	diàn
店	11779	店	diàn
店东	11780	店东	diàndōng
店家	11781	店家	diànjiā
店面	11782	店面	diànmiàn
店铺	11783	店铺	diànpù
店堂	11784	店堂	diàntáng
店小二	11785	店小二	diànxiǎo’èr
店员	11786	店员	diànyuán
玷	11787	玷	diàn
玷辱	11788	玷辱	diànrǔ
玷污	11789	玷污	diànwū
垫	11790	垫（墊）	diàn
垫背	11791	垫背	diànbèi
垫补	11792	垫补	diàn·bu
垫底	11793	垫底	diàn//dǐ
垫付	11794	垫付	diànfù
垫话	11795	垫话	diànhuà
垫肩	11796	垫肩	diànjiān
垫脚	11797	垫脚	diàn·jiao
垫脚石	11798	垫脚石	diànjiǎoshí
垫圈	11799	垫圈	diàn//juàn
垫圈	11800	垫圈	diànquān
垫上运动	11801	垫上运动	diànshàng yùndòng
垫支	11802	垫支	diànzhī
垫资	11803	垫资	diànzī
垫子	11804	垫子	diàn·zi
扂	11805	扂	diàn
钿	11806	钿（鈿）	diàn
淀	11807	淀1（澱）	diàn
淀	11808	淀2	diàn
淀粉	11809	淀粉	diànfěn
惦	11810	惦	diàn
惦记	11811	惦记	diàn·jì
惦念	11812	惦念	diànniàn
琔	11813	琔	diàn
奠	11814	奠1	diàn
奠	11815	奠2	diàn
奠定	11816	奠定	diàndìng
奠都	11817	奠都	diàndū
奠基	11818	奠基	diànjī
奠基石	11819	奠基石	diànjīshí
奠酒	11820	奠酒	diànjiǔ
奠仪	11821	奠仪	diànyí
殿	11822	殿1	diàn
殿	11823	殿2	diàn
殿后	11824	殿后	diànhòu
殿军	11825	殿军	diànjūn
殿试	11826	殿试	diànshì
殿堂	11827	殿堂	diàntáng
殿下	11828	殿下	diànxià
靛	11829	靛	diàn
靛颏儿	11830	靛颏儿	diànkér
靛蓝	11831	靛蓝	diànlán
靛青	11832	靛青	diànqīng
簟	11833	簟	diàn
癜	11834	癜	diàn
刁	11835	刁	diāo
刁悍	11836	刁悍	diāohàn
刁横	11837	刁横	diāohèng
刁滑	11838	刁滑	diāohuá
刁蛮	11839	刁蛮	diāomán
刁民	11840	刁民	diāomín
刁难	11841	刁难	diāonàn
刁顽	11842	刁顽	diāowán
刁钻	11843	刁钻	diāozuān
叼	11844	叼	diāo
汈	11845	汈	diāo
凋	11846	凋（⁎彫）	diāo
凋败	11847	凋败	diāobài
凋敝	11848	凋敝	diāobì
凋零	11849	凋零	diāolíng
凋落	11850	凋落	diāoluò
凋萎	11851	凋萎	diāowěi
凋谢	11852	凋谢	diāoxiè
蛁	11853	蛁	diāo
貂	11854	貂（⁑鼦）	diāo
貂熊	11855	貂熊	diāoxióng
碉	11856	碉	diāo
碉堡	11857	碉堡	diāobǎo
碉楼	11858	碉楼	diāolóu
雕	11859	雕1（①-③⁎彫、①-③⁎琱）	diāo
雕	11860	雕2（⁎鵰）	diāo
雕版	11861	雕版	diāobǎn
雕虫小技	11862	雕虫小技	diāochóng-xiǎojì
雕红漆	11863	雕红漆	diāohóngqī
雕花	11864	雕花	diāohuā
雕镌	11865	雕镌	diāojuān
雕刻	11866	雕刻	diāokè
雕梁画栋	11867	雕梁画栋	diāoliáng-huàdòng
雕漆	11868	雕漆	diāoqī
雕砌	11869	雕砌	diāoqì
雕饰	11870	雕饰	diāoshì
雕塑	11871	雕塑	diāosù
雕像	11872	雕像	diāoxiàng
雕琢	11873	雕琢	diāozhuó
鲷	11874	鲷（鯛）	diāo
鸟	11875	鸟（鳥）	diǎo
屌	11876	屌	diǎo
吊	11877	吊1（⁎弔）	diào
吊	11878	吊2（⁎弔）	diào
吊膀子	11879	吊膀子	diào bàng·zi
吊车	11880	吊车	diàochē
吊窗	11881	吊窗	diàochuāng
吊床	11882	吊床	diàochuáng
吊带	11883	吊带	diàodài
吊灯	11884	吊灯	diàodēng
吊顶	11885	吊顶	diào//dǐng
吊儿郎当	11886	吊儿郎当	diào·erlángdāng
吊杆	11887	吊杆	diàogān
吊诡	11888	吊诡	diàoguǐ
吊环	11889	吊环	diàohuán
吊祭	11890	吊祭	diàojì
吊脚楼	11891	吊脚楼	diàojiǎolóu
吊扣	11892	吊扣	diàokòu
吊兰	11893	吊兰	diàolán
吊楼	11894	吊楼	diàolóu
吊毛	11895	吊毛	diàomáo
吊民伐罪	11896	吊民伐罪	diàomín-fázuì
吊铺	11897	吊铺	diàopù
吊钱儿	11898	吊钱儿	diào·qiánr
吊桥	11899	吊桥	diàoqiáo
吊丧	11900	吊丧	diào//sāng
吊嗓子	11901	吊嗓子	diào sǎng·zi
吊扇	11902	吊扇	diàoshàn
吊死鬼	11903	吊死鬼	diàosǐguǐ
吊桶	11904	吊桶	diàotǒng
吊袜带	11905	吊袜带	diàowàdài
吊胃口	11906	吊胃口	diào wèikǒu
吊线	11907	吊线	diào//xiàn
吊销	11908	吊销	diàoxiāo
吊孝	11909	吊孝	diào//xiào
吊唁	11910	吊唁	diàoyàn
吊装	11911	吊装	diàozhuāng
吊子	11912	吊子	diào·zi
钓	11913	钓（釣）	diào
钓饵	11914	钓饵	diào’ěr
钓竿	11915	钓竿	diàogān
钓钩	11916	钓钩	diàogōu
钓具	11917	钓具	diàojù
钓鱼	11918	钓鱼	diàoyú
𦰏	11919	𦰏（蓧）	diào
窎	11920	窎（窵）	diào
窎远	11921	窎远	diàoyuǎn
调	11922	调1（調）	diào
调	11923	调2（調）	diào
调包	11924	调包	diào//bāo
调兵遣将	11925	调兵遣将	diàobīng-qiǎnjiàng
调拨	11926	调拨	diàobō
调茬	11927	调茬	diàochá
调查	11928	调查	diàochá
调档	11929	调档	diào//dàng
调调	11930	调调	diào·diao
调动	11931	调动	diàodòng
调度	11932	调度	diàodù
调防	11933	调防	diào//fáng
调干	11934	调干	diàogàn
调过儿	11935	调过儿	diào//guòr
调函	11936	调函	diàohán
调号	11937	调号	diàohào
调虎离山	11938	调虎离山	diàohǔ-líshān
调换	11939	调换	diàohuàn
调集	11940	调集	diàojí
调卷	11941	调卷	diào//juàn
调坎儿	11942	调坎儿	diào//kǎnr
调侃儿	11943	调侃儿	diào//kǎnr
调类	11944	调类	diàolèi
调离	11945	调离	diàolí
调令	11946	调令	diàolìng
调门儿	11947	调门儿	diàoménr
调派	11948	调派	diàopài
调配	11949	调配	diàopèi
调遣	11950	调遣	diàoqiǎn
调任	11951	调任	diàorèn
调式	11952	调式	diàoshì
调头	11953	调头	diào//tóu
调头	11954	调头	diào·tou
调研	11955	调研	diàoyán
调演	11956	调演	diàoyǎn
调用	11957	调用	diàoyòng
调阅	11958	调阅	diàoyuè
调运	11959	调运	diàoyùn
调值	11960	调值	diàozhí
调职	11961	调职	diào//zhí
调转	11962	调转	diàozhuǎn
调子	11963	调子	diào·zi
掉	11964	掉1	diào
掉	11965	掉2	diào
掉包	11966	掉包	diào//bāo
掉膘	11967	掉膘	diào//biāo
掉秤	11968	掉秤	diào//chèng
掉点儿	11969	掉点儿	diào//diǎnr
掉队	11970	掉队	diào//duì
掉过儿	11971	掉过儿	diào//guòr
掉换	11972	掉换	diàohuàn
掉价	11973	掉价	diào//jià
掉链子	11974	掉链子	diào liàn·zi
掉枪花	11975	掉枪花	diào qiānghuā
掉色	11976	掉色	diào//shǎi
掉书袋	11977	掉书袋	diào shūdài
掉头	11978	掉头	diào//tóu
掉线	11979	掉线	diào//xiàn
掉以轻心	11980	掉以轻心	diàoyǐqīngxīn
掉转	11981	掉转	diàozhuǎn
铞	11982	铞（銱）	diào
铫	11983	铫（銚）	diào
铫子	11984	铫子	diào·zi
爹	11985	爹	diē
爹爹	11986	爹爹	diē·die
跕	11987	跕	diē
跌	11988	跌	diē
跌宕	11989	跌宕（跌荡）	diēdàng
跌跌撞撞	11990	跌跌撞撞	diēdiēzhuàngzhuàng
跌份	11991	跌份	diē//fèn
跌风	11992	跌风	diēfēng
跌幅	11993	跌幅	diēfú
跌价	11994	跌价	diē//jià
跌跤	11995	跌跤（跌交）	diē//jiāo
跌落	11996	跌落	diēluò
跌破	11997	跌破	diēpò
跌势	11998	跌势	diēshì
跌水	11999	跌水	diēshuǐ
跌停板	12000	跌停板	diētíngbǎn
跌眼镜	12001	跌眼镜	diē yǎnjìng
跌足	12002	跌足	diēzú
迭	12003	迭	dié
迭出	12004	迭出	diéchū
迭次	12005	迭次	diécì
迭起	12006	迭起	diéqǐ
垤	12007	垤	dié
昳	12008	昳	dié
绖	12009	绖（絰）	dié
瓞	12010	瓞	dié
谍	12011	谍（諜）	dié
谍报	12012	谍报	diébào
堞	12013	堞	dié
揲	12014	揲	dié
耋	12015	耋	dié
喋	12016	喋1	dié
喋	12017	喋2（⁎啑）	dié
喋喋	12018	喋喋	diédié
喋血	12019	喋血（蹀血）	diéxuè
𫶇	12020	𫶇（嵽）	dié
𫶇嵲	12021	𫶇嵲	diéniè
惵	12022	惵	dié
楪	12023	楪	dié
牒	12024	牒	dié
叠	12025	叠（⁎㬪、⁎曡、⁎疊）	dié
叠床架屋	12026	叠床架屋	diéchuáng-jiàwū
叠翠	12027	叠翠	diécuì
叠合	12028	叠合	diéhé
叠罗汉	12029	叠罗汉	dié luóhàn
叠印	12030	叠印	diéyìn
叠韵	12031	叠韵	diéyùn
叠嶂	12032	叠嶂	diézhàng
碟	12033	碟	dié
碟机	12034	碟机	diéjī
碟片	12035	碟片	diépiàn
碟子	12036	碟子	dié·zi
蝶	12037	蝶（⁎蜨）	dié
蝶泳	12038	蝶泳	diéyǒng
蹀	12039	蹀	dié
蹀躞	12040	蹀躞	diéxiè
蹀血	12041	蹀血	diéxuè
螲	12042	螲	dié
螲𬠅	12043	螲𬠅	diédāng
鲽	12044	鲽（鰈）	dié
㲲	12045	㲲	dié
丁	12046	丁1	dīng
丁	12047	丁2	dīng
丁	12048	丁3	dīng
丁	12049	丁4	dīng
丁坝	12050	丁坝	dīngbà
丁部	12051	丁部	dīngbù
丁村人	12052	丁村人	Dīngcūnrén
丁当	12053	丁当	dīngdāng
丁点儿	12054	丁点儿	dīngdiǎnr
丁东	12055	丁东	dīngdōng
丁冬	12056	丁冬	dīngdōng
丁艰	12057	丁艰	dīngjiān
丁克	12058	丁克	dīngkè
丁零	12059	丁零	dīnglíng
丁零当啷	12060	丁零当啷	dīng·lingdānglāng
丁宁	12061	丁宁	dīngníng
丁是丁，卯是卯	12062	丁是丁，卯是卯	dīng shì dīng，mǎo shì mǎo
丁香	12063	丁香	dīngxiāng
丁忧	12064	丁忧	dīngyōu
丁字尺	12065	丁字尺	dīngzìchǐ
丁字钢	12066	丁字钢	dīngzìgāng
丁字街	12067	丁字街	dīngzìjiē
仃	12068	仃	dīng
叮	12069	叮	dīng
叮当	12070	叮当	dīngdāng
叮咚	12071	叮咚	dīngdōng
叮咛	12072	叮咛（丁宁）	dīngníng
叮问	12073	叮问	dīngwèn
叮咬	12074	叮咬	dīngyǎo
叮嘱	12075	叮嘱	dīngzhǔ
玎	12076	玎	dīng
玎珰	12077	玎珰	dīngdāng
玎玲	12078	玎玲	dīnglíng
盯	12079	盯	dīng
盯防	12080	盯防	dīngfáng
盯梢	12081	盯梢	dīng//shāo
町	12082	町	dīng
钉	12083	钉（釘）	dīng
钉齿耙	12084	钉齿耙	dīngchǐbà
钉锤	12085	钉锤	dīngchuí
钉螺	12086	钉螺	dīngluó
钉帽	12087	钉帽	dīngmào
钉耙	12088	钉耙	dīngpá
钉梢	12089	钉梢	dīng//shāo
钉是钉，铆是铆	12090	钉是钉，铆是铆	dīng shì dīng，mǎo shì mǎo
钉鞋	12091	钉鞋	dīngxié
钉子	12092	钉子	dīng·zi
钉子户	12093	钉子户	dīng·zihù
疔	12094	疔	dīng
疔疮	12095	疔疮	dīngchuāng
疔毒	12096	疔毒	dīngdú
耵	12097	耵	dīng
耵聍	12098	耵聍	dīngníng
酊	12099	酊	dīng
酊剂	12100	酊剂	dīngjì
靪	12101	靪	dīng
顶	12102	顶（頂）	dǐng
顶班	12103	顶班	dǐngbān
顶板	12104	顶板	dǐngbǎn
顶包	12105	顶包	dǐng//bāo
顶层	12106	顶层	dǐngcéng
顶层设计	12107	顶层设计	dǐngcéng shèjì
顶灯	12108	顶灯	dǐngdēng
顶点	12109	顶点	dǐngdiǎn
顶端	12110	顶端	dǐngduān
顶风	12111	顶风	dǐngfēng
顶峰	12112	顶峰	dǐngfēng
顶缸	12113	顶缸	dǐng//gāng
顶岗	12114	顶岗	dǐnggǎng
顶杠	12115	顶杠	dǐng//gàng
顶格	12116	顶格	dǐnggé
顶呱呱	12117	顶呱呱	dǐngguāguā
顶刮刮	12118	顶刮刮	dǐngguāguā
顶级	12119	顶级	dǐngjí
顶尖	12120	顶尖	dǐngjiān
顶礼	12121	顶礼	dǐnglǐ
顶礼膜拜	12122	顶礼膜拜	dǐnglǐ-móbài
顶梁柱	12123	顶梁柱	dǐngliángzhù
顶楼	12124	顶楼	dǐnglóu
顶门儿	12125	顶门儿	dǐngménr
顶命	12126	顶命	dǐng//mìng
顶牛儿	12127	顶牛儿	dǐng//niúr
顶盘	12128	顶盘	dǐngpán
顶棚	12129	顶棚	dǐngpéng
顶事	12130	顶事	dǐng//shì
顶数	12131	顶数	dǐng//shù
顶替	12132	顶替	dǐngtì
顶天	12133	顶天	dǐng//tiān
顶天立地	12134	顶天立地	dǐngtiān-lìdì
顶头	12135	顶头	dǐngtóu
顶头上司	12136	顶头上司	dǐngtóu shàng·si
