# 中華語文大辭典
# https://github.com/g0v/moedict-data-csld/blob/master/中華語文大辭典全稿-20160620.csv
# 对应中華語文知識庫（台灣版）数据；
#
# 正體字形	簡化字形	字詞流水序	音序	臺／陸特有詞	臺／陸特有音	臺灣漢拼	大陸漢拼

軍事法庭	军事法庭	1040630044				jūnshì fǎtínɡ	
軍事法院	军事法院	1040630045				jūnshì fǎyuàn	
軍事科學	军事科学	1040630048				jūnshì kēxué	
軍事基地	军事基地	1040630050				jūnshì jīdì	
軍事圈	军事圈	1040630051				jūnshìquān	
軍事演習	军事演习	1040630052				jūnshì yǎnxí	
軍事管制	军事管制	1040630053				jūnshì ɡuǎnzhì	
軍事學校	军事学校	1040630054				jūnshì xuéxiào	
軍事體育	军事体育	1040630055		★		jūnshì tǐyù	
軍制	军制	1040630058				jūnzhì	
軍委	军委	1040630059		★		jūnwěi	
軍服	军服	1040630060				jūnfú	
軍姿	军姿	1040630061				jūnzī	
軍政	军政	1040630062				jūnzhènɡ	
軍威	军威	1040630065				jūnwēi	
軍界	军界	1040630066				jūnjiè	
軍品	军品	1040630067				jūnpǐn	
軍風	军风	1040630068				jūnfēnɡ	
軍風紀	军风纪	1040630069				jūn-fēnɡjì	
軍紀	军纪	1040630070				jūnjì	
軍容	军容	1040630071				jūnrónɡ	
軍訓	军训	1040630072				jūnxùn	
軍旅	军旅	1040630073				jūnlǚ	
軍旅劇	军旅剧	1040630074		★		jūnlǚjù	
軍校	军校	1040630075				jūnxiào	
軍烈屬	军烈属	1040630076				jūn-lièshǔ	
軍馬	军马	1040630077				jūnmǎ	
軍師	军师	1040630078				jūnshī	
軍部	军部	1040630080				jūnbù	
軍情	军情	1040630081				jūnqínɡ	
軍眷	军眷	1040630082				jūnjuàn	
軍教片	军教片	1040630083		▲		jūnjiàopiàn	
軍械	军械	1040630084				jūnxiè	
軍區	军区	1040630085				jūnqū	
軍控	军控	1040630086				jūnkònɡ	
軍國主義	军国主义	1040630088				jūnɡuó zhǔyì	
軍售	军售	1040630089				jūnshòu	
軍務	军务	1040630090				jūnwù	
軍婚	军婚	1040630091				jūnhūn	
軍港	军港	1040630092				jūnɡǎnɡ	
軍博會	军博会	1040630093		★		jūnbóhuì	
軍棋	军棋	1040630094				jūnqí	
軍援	军援	1040630095				jūnyuán	
軍帽	军帽	1040630096				jūnmào	
軍郵	军邮	1040630097				jūnyóu	
軍備	军备	1040630098				jūnbèi	
軍費	军费	1040630099				jūnfèi	
軍隊	军队	1040630100				jūnduì	
軍階	军阶	1040630101				jūnjiē	
軍運	军运	1040630102				jūnyùn	
軍號	军号	1040630103				jūnhào	
軍裝	军装	1040630104				jūnzhuānɡ	
軍嫂	军嫂	1040630105		★		jūnsǎo	
軍旗	军旗	1040630108				jūnqí	
軍需	军需	1040630109				jūnxū	
軍需品	军需品	1040630110				jūnxūpǐn	
軍歌	军歌	1040630111				jūnɡē	
軍閥	军阀	1040630112				jūnfá	
軍團	军团	1040630113				jūntuán	
軍餉	军饷	1040630115				jūnxiǎnɡ	
軍管	军管	1040630116				jūnɡuǎn	
軍管會	军管会	1040630117		★		jūnɡuǎnhuì	
軍種	军种	1040630118				jūnzhǒnɡ	
軍銜	军衔	1040630119				jūnxián	
軍綠	军绿	1040630120				jūnlǜ	
軍樂	军乐	1040630121				jūnyuè	
軍樂隊	军乐队	1040630122				jūnyuèduì	
軍樂團	军乐团	1040630123		★		jūnyuètuán	
軍機	军机	1040630124				jūnjī	
軍機處	军机处	1040630125				jūnjīchù	
軍墾	军垦	1040630127		★		jūnkěn	
軍營	军营	1040630129				jūnyínɡ	
軍臨城下	军临城下	1040630130				jūnlín-chénɡxià	
軍徽	军徽	1040630133				jūnhuī	
軍禮	军礼	1040630134				jūnlǐ	
軍糧	军粮	1040630135				jūnliánɡ	
軍職	军职	1040630136				jūnzhí	
軍轉民	军转民	1040630137		★		jūnzhuǎnmín	
軍醫	军医	1040630138				jūnyī	
軍警	军警	1040630139				jūnjǐnɡ	
軍齡	军龄	1040630140				jūnlínɡ	
軍籍	军籍	1040630141				jūnjí	
軍艦	军舰	1040630142				jūnjiàn	
軍屬	军属	1040630143				jūnshǔ	
軍權	军权	1040630144				jūnquán	
軌	轨	1040640000				ɡuǐ	
軌枕	轨枕	1040640001				ɡuǐzhěn	
軌距	轨距	1040640004				ɡuǐjù	
軌道	轨道	1040640005				ɡuǐdào	
軌道站	轨道站	1040640007		★		ɡuǐdàozhàn	
軌跡	轨迹	1040640009				ɡuǐjī	ɡuǐjì
軌轍	轨辙	1040640011				ɡuǐchè	ɡuǐzhé
軒	轩	1040650000				xuān	
軒昂	轩昂	1040650002				xuān’ánɡ	
軒朗	轩朗	1040650003				xuānlǎnɡ	
軒冕	轩冕	1040650005				xuānmiǎn	
軒渠	轩渠	1040650006				xuānqú	
軒敞	轩敞	1040650007				xuānchǎnɡ	
軒然大波	轩然大波	1040650009				xuānrán-dàbō	
軒輊	轩轾	1040650010				xuānzhì	
軒轅	轩辕	1040650011				xuānyuán	
軒轅氏	轩辕氏	1040650012				xuānyuánshì	
軔	轫	1040660000				rèn	
軛	轭	1040670000				è	
軟	软	1040680000				ruǎn	
軟刀子	软刀子	1040680002				ruǎndāozi	
軟力量	软力量	1040680003		★		ruǎnlìliànɡ	
軟文	软文	1040680006		★		ruǎnwén	
軟木	软木	1040680007				ruǎnmù	
軟木塞	软木塞	1040680008				ruǎnmùsāi	
軟手段	软手段	1040680009				ruǎnshǒuduàn	
軟化	软化	1040680010				ruǎnhuà	
軟化栽培	软化栽培	1040680011				ruǎnhuà zāipéi	
軟片	软片	1040680012				ruǎnpiàn	
軟尺	软尺	1040680013				ruǎnchǐ	
軟水	软水	1040680014				ruǎnshuǐ	
軟玉	软玉	1040680015				ruǎnyù	
軟玉溫香	软玉温香	1040680016				ruǎnyù-wēnxiānɡ	
軟目標	软目标	1040680017		★		ruǎnmùbiāo	
軟乎乎	软乎乎	1040680018				ruǎnhūhū	
軟包裝	软包装	1040680019		★		ruǎnbāozhuānɡ	
軟式棒球	软式棒球	1040680021				ruǎnshì bànɡqiú	
軟式磁碟機	软式磁碟机	1040680022		▲		ruǎnshì cídiéjī	
軟式磁盤機	软式磁盘机	1040680023		★		ruǎnshì cípánjī	
軟式網球	软式网球	1040680024				ruǎnshì wǎnɡqiú	
軟任務	软任务	1040680025		★		ruǎnrènwù	
軟件	软件	1040680026		★		ruǎnjiàn	
軟件工程	软件工程	1040680027		★		ruǎnjiàn ɡōnɡchénɡ	
軟件包	软件包	1040680028		★		ruǎnjiànbāo	
軟件程序	软件程序	1040680030		★		ruǎnjiàn chénɡxù	
軟肋	软肋	1040680031				ruǎnlè	ruǎnlèi
軟性	软性	1040680033				ruǎnxìnɡ	
軟臥	软卧	1040680035		★		ruǎnwò	
軟和	软和	1040680036				ruǎnhuo	
軟指標	软指标	1040680037		★		ruǎnzhǐbiāo	
軟趴趴	软趴趴	1040680038				ruǎnpāpā	
軟食	软食	1040680039				ruǎnshí	
軟科學	软科学	1040680040				ruǎnkēxué	
軟風	软风	1040680041				ruǎnfēnɡ	
軟屏	软屏	1040680042		★		ruǎnpínɡ	
軟席	软席	1040680043		★		ruǎnxí	
軟座	软座	1040680044				ruǎnzuò	
軟骨	软骨	1040680045				ruǎnɡǔ	
軟骨功	软骨功	1040680046				ruǎnɡǔɡōnɡ	
軟骨病	软骨病	1040680047				ruǎnɡǔbìnɡ	
軟骨頭	软骨头	1040680048				ruǎnɡútou	ruǎnɡǔtou
軟釘子	软钉子	1040680049				ruǎndīnɡzi	
軟弱	软弱	1040680051				ruǎnruò	
軟產業	软产业	1040680052				ruǎnchǎnyè	
軟梯	软梯	1040680053				ruǎntī	
軟通貨	软通货	1040680054		★		ruǎntōnɡhuò	
軟蛋	软蛋	1040680055				ruǎndàn	
軟組織	软组织	1040680056				ruǎnzǔzhī	
軟椅	软椅	1040680057		★		ruǎnyǐ	
軟硬不吃	软硬不吃	1040680058				ruǎnyìnɡ-bùchī	
軟硬兼施	软硬兼施	1040680059				ruǎnyìnɡ-jiānshī	
軟著陸	软着陆	1040680061				ruǎnzhuólù	
軟創新	软创新	1040680062				ruǎnchuànɡxīn	
軟飲料	软饮料	1040680063				ruǎnyǐnliào	
軟筆	软笔	1040680064				ruǎnbǐ	
軟話	软话	1040680065				ruǎnhuà	
軟資源	软资源	1040680066		★		ruǎnzīyuán	
軟禁	软禁	1040680067				ruǎnjìn	
軟腳病	软脚病	1040680068				ruǎnjiǎobìnɡ	
軟腳蝦	软脚虾	1040680069				ruǎnjiǎoxiā	
軟腳蟹	软脚蟹	1040680070				ruǎnjiǎoxiè	
軟裝	软装	1040680071		★		ruǎnzhuānɡ	
軟裝修	软装修	1040680072		★		ruǎnzhuānɡxiū	
軟實力	软实力	1040680073				ruǎnshílì	
軟語	软语	1040680074				ruǎnyǔ	
軟膏	软膏	1040680075				ruǎnɡāo	
軟磁盤	软磁盘	1040680076		★		ruǎncípán	
軟碟	软碟	1040680077		▲		ruǎndié	
軟管	软管	1040680078				ruǎnɡuǎn	
軟網	软网	1040680079				ruǎnwǎnɡ	
軟綿綿	软绵绵	1040680080				ruǎnmiánmián	
軟廣告	软广告	1040680081		★		ruǎnɡuǎnɡɡào	
軟暴力	软暴力	1040680082		★		ruǎnbàolì	
軟盤	软盘	1040680083		★		ruǎnpán	
軟緞	软缎	1040680085				ruǎnduàn	
軟磨	软磨	1040680086				ruǎnmó	
軟糖	软糖	1040680087				ruǎntánɡ	
軟錢	软钱	1040680088				ruǎnqián	
軟雕塑	软雕塑	1040680089		★		ruǎndiāosù	
軟環境	软环境	1040680090		★		ruǎnhuánjìnɡ	
軟儲備	软储备	1040680091		★		ruǎnchúbèi	ruǎnchǔbèi
軟顎	软颚	1040680092				ruǎn’è	
軟驅	软驱	1040680093		★		ruǎnqū	
軟體	软体	1040680094		▲		ruǎntǐ	
軟體工程	软体工程	1040680095		▲		ruǎntǐ ɡōnɡchénɡ	
軟體包	软体包	1040680097		▲		ruǎntǐbāo	
軟體動物	软体动物	1040680098				ruǎntǐ dònɡwù	
軟齶	软腭	1040680099				ruǎn’è	
軻	轲	1040690000	1			kē	
軻	轲	1040690000	2			kě	
軸	轴	1040700000	1			zhóu	
軸	轴	1040700000	2			zhóu	zhòu
軸子	轴子	1040700001	1			zhóuzi	
軸子	轴子	1040700001	2			zhóuzi	zhòuzi
軸心	轴心	1040700002				zhóuxīn	
軸心國	轴心国	1040700003				zhóuxīnɡuó	
軸瓦	轴瓦	1040700004				zhóuwǎ	
軸承	轴承	1040700005				zhóuchénɡ	
軸承鋼	轴承钢	1040700006				zhóuchénɡɡānɡ	
軸套	轴套	1040700007				zhóutào	
軸線	轴线	1040700009				zhóuxiàn	
軼	轶	1040710000				yì	
軼事	轶事	1040710001				yìshì	
軼聞	轶闻	1040710003				yìwén	
較	较	1040720000				jiào	
較之	较之	1040720001				jiàozhī	
較為	较为	1040720003				jiàowéi	
較勁	较劲	1040720004				jiàojìnɡ	jiàojìn
較真	较真	1040720005				jiàozhēn	
較場	较场	1040720008				jiàochǎnɡ	
較量	较量	1040720010				jiàoliànɡ	
載	载	1040730000	1			zài	
載	载	1040730000	2			zài	zǎi
載	载	1040730000	3			zǎi	
載舟覆舟	载舟覆舟	1040730001				zàizhōu-fùzhōu	
載沉載浮	载沉载浮	1040730002				zàichén-zàifú	
載波	载波	1040730003				zàibō	
載具	载具	1040730004				zàijù	
載明	载明	1040730005				zàimínɡ	zǎimínɡ
載欣載奔	载欣载奔	1040730006				zàixīn-zàibēn	
載客	载客	1040730007				zàikè	
載客量	载客量	1040730008				zàikèliànɡ	
載重	载重	1040730010				zàizhònɡ	
載重汽車	载重汽车	1040730011		★		zàizhònɡ qìchē	
載重量	载重量	1040730012				zàizhònɡliànɡ	
載酒問字	载酒问字	1040730013				zàijiǔ-wènzì	
載浮載沉	载浮载沉	1040730014				zàifú-zàichén	
載記	载记	1040730015				zàijì	zǎijì
載書	载书	1040730016				zàishū	zǎishū
載淳	载淳	1040730017				zǎichún	
載荷	载荷	1040730018				zàihè	
載湉	载湉	1040730020				zǎitián	
載運	载运	1040730022				zàiyùn	
載馳	载驰	1040730023				zàichí	
載歌載舞	载歌载舞	1040730024				zàiɡē-zàiwǔ	
載籍	载籍	1040730026				zàijí	zǎijí
載灃	载沣	1040730027				zàifēnɡ	
載譽	载誉	1040730028				zàiyù	
載體	载体	1040730029				zàitǐ	
軾	轼	1040740000				shì	
輊	轾	1040750000				zhì	
輔	辅	1040760000				fǔ	
輔車相依	辅车相依	1040760002				fǔchē-xiānɡyī	
輔助	辅助	1040760003				fǔzhù	
輔助存儲器	辅助存储器	1040760004		★		fǔzhù cúnchúqì	fǔzhù cúnchǔqì
輔助記憶體	辅助记忆体	1040760005		▲		fǔzhù jìyìtǐ	
輔助貨幣	辅助货币	1040760006				fǔzhù huòbì	
輔佐	辅佐	1040760007				fǔzuǒ	
輔系	辅系	1040760008				fǔxì	
輔音	辅音	1040760009				fǔyīn	
輔食	辅食	1040760010				fǔshí	
輔料	辅料	1040760011		★		fǔliào	
輔修	辅修	1040760012				fǔxiū	
輔弼	辅弼	1040760014				fǔbì	
輔道	辅道	1040760015		★		fǔdào	
輔路	辅路	1040760016		★		fǔlù	
輔幣	辅币	1040760018				fǔbì	
輔廣	辅广	1040760019				fǔɡuǎnɡ	
輔導	辅导	1040760020				fǔdǎo	
輔導站	辅导站	1040760022				fǔdǎozhàn	
輔導班	辅导班	1040760023				fǔdǎobān	
輔導員	辅导员	1040760024				fǔdǎoyuán	
輔導級	辅导级	1040760025		▲		fǔdǎojí	
輔選	辅选	1040760026		▲		fǔxuǎn	
輔翼	辅翼	1040760027				fǔyì	
輒	辄	1040770000				zhé	
輕	轻	1040780000				qīnɡ	
輕工業	轻工业	1040780001				qīnɡɡōnɡyè	
輕手輕腳	轻手轻脚	1040780003				qīnɡshǒu-qīnɡjiǎo	
輕巧	轻巧	1040780004				qīnɡqiǎo	
輕功	轻功	1040780005				qīnɡɡōnɡ	
輕世傲物	轻世傲物	1040780006				qīnɡshì-àowù	
輕生	轻生	1040780008				qīnɡshēnɡ	
輕而易舉	轻而易举	1040780009				qīnɡ’éryìjǔ	
輕舟	轻舟	1040780010				qīnɡzhōu	
輕言	轻言	1040780011				qīnɡyán	
輕快	轻快	1040780013				qīnɡkuài	
輕判	轻判	1040780014				qīnɡpàn	
輕車熟路	轻车熟路	1040780015				qīnɡchē-shóulù	qīnɡchē-shúlù
輕車簡從	轻车简从	1040780016				qīnɡchē-jiǎnzònɡ	qīnɡchē-jiǎncónɡ
輕吟	轻吟	1040780017				qīnɡyín	
輕估	轻估	1040780020				qīnɡɡū	
輕身	轻身	1040780021				qīnɡshēn	
輕狂	轻狂	1040780022				qīnɡkuánɡ	
輕於鴻毛	轻于鸿毛	1040780023				qīnɡyúhónɡmáo	
輕武器	轻武器	1040780024				qīnɡwǔqì	
輕取	轻取	1040780025				qīnɡqǔ	
輕易	轻易	1040780026				qīnɡyì	
輕金屬	轻金属	1040780027				qīnɡjīnshǔ	
輕佻	轻佻	1040780028				qīnɡtiāo	
輕忽	轻忽	1040780030				qīnɡhū	
輕活	轻活	1040780031				qīnɡhuó	
輕音樂	轻音乐	1040780033				qīnɡyīnyuè	
輕度	轻度	1040780034				qīnɡdù	
輕型	轻型	1040780035				qīnɡxínɡ	
輕型武器	轻型武器	1040780036				qīnɡxínɡ wǔqì	
輕型機車	轻型机车	1040780037		▲		qīnɡxínɡ jīchē	
輕軌	轻轨	1040780038				qīnɡɡuǐ	
輕軌站	轻轨站	1040780039		★		qīnɡɡuǐzhàn	
輕軌鐵路	轻轨铁路	1040780040				qīnɡɡuǐ tiělù	
輕食	轻食	1040780042				qīnɡshí	
輕看	轻看	1040780043				qīnɡkàn	
輕重	轻重	1040780044				qīnɡzhònɡ	
輕重倒置	轻重倒置	1040780045				qīnɡzhònɡ-dàozhì	
輕重緩急	轻重缓急	1040780046				qīnɡzhònɡ-huǎnjí	
輕信	轻信	1040780047				qīnɡxìn	
輕便	轻便	1040780048				qīnɡbiàn	
輕便摩托車	轻便摩托车	1040780049		★		qīnɡbiàn mótuōchē	
輕俏	轻俏	1040780051				qīnɡqiào	
輕侮	轻侮	1040780052				qīnɡwǔ	
輕風	轻风	1040780053				qīnɡfēnɡ	
輕盈	轻盈	1040780054				qīnɡyínɡ	
輕柔	轻柔	1040780055				qīnɡróu	
輕浮	轻浮	1040780056				qīnɡfú	
輕財好施	轻财好施	1040780057				qīnɡcái-hàoshī	
輕財好義	轻财好义	1040780058				qīnɡcái-hàoyì	
輕財重士	轻财重士	1040780059				qīnɡcái-zhònɡshì	
輕紡	轻纺	1040780064				qīnɡfǎnɡ	
輕紗	轻纱	1040780065				qīnɡshā	
輕淡	轻淡	1040780066				qīnɡdàn	
輕率	轻率	1040780067				qīnɡshuài	
輕軟	轻软	1040780068				qīnɡruǎn	
輕爽	轻爽	1040780069				qīnɡshuǎnɡ	
輕捷	轻捷	1040780071				qīnɡjié	
輕健	轻健	1040780072				qīnɡjiàn	
輕視	轻视	1040780074				qīnɡshì	
輕喜劇	轻喜剧	1040780075				qīnɡxǐjù	
輕描淡寫	轻描淡写	1040780076				qīnɡmiáo-dànxiě	
輕揚	轻扬	1040780077				qīnɡyánɡ	
輕量級	轻量级	1040780078				qīnɡliànɡjí	
輕閒	轻闲	1040780080				qīnɡxián	
輕煙	轻烟	1040780081				qīnɡyān	
輕載	轻载	1040780082				qīnɡzài	
輕裘肥馬	轻裘肥马	1040780083				qīnɡqiú-féimǎ	
輕裘緩帶	轻裘缓带	1040780084				qīnɡqiú-huǎndài	
輕傷	轻伤	1040780086				qīnɡshānɡ	
輕微	轻微	1040780087				qīnɡwéi	qīnɡwēi
輕裝	轻装	1040780088				qīnɡzhuānɡ	
輕裝上陣	轻装上阵	1040780089				qīnɡzhuānɡ-shànɡzhèn	
輕慢	轻慢	1040780090				qīnɡmàn	
輕歌曼舞	轻歌曼舞	1040780092				qīnɡɡē-mànwǔ	
輕敵	轻敌	1040780094				qīnɡdí	
輕熟女	轻熟女	1040780095				qīnɡshóunǚ	qīnɡshúnǚ
輕撫	轻抚	1040780096				qīnɡfǔ	
輕蔑	轻蔑	1040780097				qīnɡmiè	
輕賤	轻贱	1040780098				qīnɡjiàn	
輕諾寡信	轻诺寡信	1040780100				qīnɡnuò-ɡuǎxìn	
輕機槍	轻机枪	1040780101				qīnɡjīqiānɡ	
輕聲	轻声	1040780102				qīnɡshēnɡ	
輕聲字	轻声字	1040780103				qīnɡshēnɡzì	
輕舉妄動	轻举妄动	1040780104				qīnɡjǔ-wànɡdònɡ	
輕薄	轻薄	1040780105				qīnɡbó	
輕縱	轻纵	1040780107				qīnɡzònɡ	
輕鬆	轻松	1040780108				qīnɡsōnɡ	
輕鬆自在	轻松自在	1040780109				qīnɡsōnɡ-zìzài	
輕騎	轻骑	1040780110				qīnɡjì	qīnɡqí
輕騎兵	轻骑兵	1040780111				qīnɡjìbīnɡ	qīnɡqíbīnɡ
輕飄	轻飘	1040780113				qīnɡpiāo	
輕飄飄	轻飘飘	1040780114				qīnɡpiāopiāo	
輓	挽	1040790000				wǎn	
輓詞	挽词	1040790001				wǎncí	
輓詩	挽诗	1040790002				wǎnshī	
輓歌	挽歌	1040790003				wǎnɡē	
輓幛	挽幛	1040790004				wǎnzhànɡ	
輓聯	挽联	1040790005				wǎnlián	
輓額	挽额	1040790006				wǎn’é	
輝	辉	1040800000				huī	
輝生錦帨	辉生锦帨	1040800002				huīshēnɡ-jǐnshuì	
輝光	辉光	1040800003				huīɡuānɡ	
輝映	辉映	1040800005				huīyìnɡ	
輝煌	辉煌	1040800006				huīhuánɡ	
輝增堂構	辉增堂构	1040800008				huīzēnɡ-tánɡɡòu	
輝耀	辉耀	1040800009				huīyào	
輛	辆	1040810000				liànɡ	
輟	辍	1040820000				chuò	
輟筆	辍笔	1040820003				chuòbǐ	
輟學	辍学	1040820004				chuòxué	
輩	辈	1040830000				bèi	
輩子	辈子	1040830001				bèizi	
輩分	辈分	1040830002				bèifèn	bèifen
輩出	辈出	1040830003				bèichū	
輩行	辈行	1040830004				bèihánɡ	
輩數	辈数	1040830005				bèishù	
輦	辇	1040840000				niǎn	
輪	轮	1040850000				lún	
輪子	轮子	1040850002				lúnzi	
輪生	轮生	1040850003				lúnshēnɡ	
輪式溜冰	轮式溜冰	1040850005		▲		lúnshì liūbīnɡ	
輪次	轮次	1040850006				lúncì	
輪回	轮回	1040850007				lúnhuí	
輪休	轮休	1040850008				lúnxiū	
輪作	轮作	1040850010				lúnzuò	
輪系	轮系	1040850011				lúnxì	
輪空	轮空	1040850012				lúnkōnɡ	
輪牧	轮牧	1040850013				lúnmù	
輪流	轮流	1040850014				lúnliú	
輪胎	轮胎	1040850015				lúntāi	
輪姦	轮奸	1040850017				lúnjiān	
輪訓	轮训	1040850018				lúnxùn	
輪班	轮班	1040850019				lúnbān	
輪栽	轮栽	1040850020				lúnzāi	
輪迴	轮回	1040850021				lúnhuí	
輪值	轮值	1040850022				lúnzhí	
輪旋曲	轮旋曲	1040850023				lúnxuánqǔ	
輪埠	轮埠	1040850024				lúnbù	
輪帶	轮带	1040850025		★		lúndài	
輪唱	轮唱	1040850027				lúnchànɡ	
輪崗	轮岗	1040850028		★		lúnɡǎnɡ	
輪船	轮船	1040850029				lúnchuán	
輪渡	轮渡	1040850030				lúndù	
輪替	轮替	1040850031				lúntì	
輪椅	轮椅	1040850032				lúnyǐ	
輪椅舞	轮椅舞	1040850033				lúnyǐwǔ	
輪軸	轮轴	1040850034				lúnzhóu	
輪換	轮换	1040850035				lúnhuàn	
輪距	轮距	1040850036				lúnjù	
輪番	轮番	1040850037				lúnfān	
輪番上陣	轮番上阵	1040850038				lúnfān-shànɡzhèn	
輪滑	轮滑	1040850039		★		lúnhuá	
輪滑鞋	轮滑鞋	1040850040		★		lúnhuáxié	
輪廓	轮廓	1040850041				lúnkuò	
輪箍	轮箍	1040850042				lúnɡū	
輪種	轮种	1040850043				lúnzhònɡ	
輪調	轮调	1040850044				lúndiào	
輪養	轮养	1040850045				lúnyǎnɡ	
輪輞	轮辋	1040850047				lúnwǎnɡ	
輪暴	轮暴	1040850048		▲		lúnbào	
輪盤	轮盘	1040850049				lúnpán	
輪機	轮机	1040850050				lúnjī	
輪機長	轮机长	1040850051				lúnjīzhǎnɡ	
輪輻	轮辐	1040850053				lúnfú	
輪轉	轮转	1040850055				lúnzhuǎn	lúnzhuàn
輪繖花序	轮伞花序	1040850057				lúnsǎn huāxù	
輜	辎	1040860000				zī	
輜重	辎重	1040860001				zīzhònɡ	
輻	辐	1040870000				fú	
輻合	辐合	1040870001				fúhé	
輻合思考	辐合思考	1040870002		▲		fúhé sīkǎo	
輻合思維	辐合思维	1040870003		★		fúhé sīwéi	
輻射	辐射	1040870005				fúshè	
輻射力	辐射力	1040870006				fúshèlì	
輻射面	辐射面	1040870007				fúshèmiàn	
輻射效應	辐射效应	1040870009				fúshè xiàoyìnɡ	
輻射能	辐射能	1040870010				fúshènénɡ	
輻射源	辐射源	1040870011				fúshèyuán	
輻射熱	辐射热	1040870012				fúshèrè	
輻射彈	辐射弹	1040870013				fúshèdàn	
